id: RF-R3
description: RF regressor 500 trees, strong decorrelation, OOB
mean_profit: 2.4469921347895265
median_profit: 2.408978625088529
mean_sharpe: 5.095309607967986
mean_drawdown: -0.02733311646964231
mean_win_rate: 0.6593959731543625
mean_mae: 0.011986648536027955
mean_rmse: 0.01959082769876812
oob_mae: 0.013510204428886854
oob_rmse: 0.022172707801067844
