id: RF-R1
description: RF regressor 50 trees, small max_features, OOB
mean_profit: 5.894401489697502
median_profit: 5.460242709747986
mean_sharpe: 4.9218887518858185
mean_drawdown: -0.14600579687008777
mean_win_rate: 0.412751677852349
mean_mae: 0.01101072799029429
mean_rmse: 0.017991378303275303
oob_mae: 0.014628752920348242
oob_rmse: 0.024399831718071925
